ts,arm,model,ok,http_status,error,provider_reported,ttfb_ms,ttft_ms,total_ms,output_tokens,decode_tps,gen_id,gen_provider_name,gen_latency_ms,gen_generation_time_ms,is_byok,total_cost,warmup,synthetic
2026-09-16T19:02:33+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,263.5,353.0,3863.2,216,61.2,gen-SYNTH40664905670,Amazon Bedrock,334,3510,False,0.0042,False,True
2026-09-16T19:02:33+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,284.3,421.8,4089.4,248,67.3,gen-SYNTH77054934084,Anthropic,396,3668,False,0.00468,False,True
2026-09-16T19:02:33+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,186.6,208.3,3800.0,252,69.9,,,,,False,,False,True
2026-09-16T19:02:36+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,361.9,501.9,3937.7,247,71.6,gen-SYNTH43523636323,Amazon Bedrock,452,3436,False,0.004665,False,True
2026-09-16T19:02:36+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,273.7,429.0,4339.8,252,64.2,gen-SYNTH80272089457,Anthropic,399,3911,False,0.00474,False,True
2026-09-16T19:02:36+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,401.4,459.6,3873.9,230,67.1,,,,,False,,False,True
2026-09-16T19:02:40+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,591.0,931.8,4351.1,234,68.1,gen-SYNTH10495233302,Amazon Bedrock,865,3419,False,0.00447,False,True
2026-09-16T19:02:40+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,241.2,317.5,3648.4,245,73.3,gen-SYNTH17578241543,Anthropic,301,3331,False,0.004635,False,True
2026-09-16T19:02:40+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,373.7,428.4,4143.1,249,66.8,,,,,False,,False,True
2026-09-16T19:02:43+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Google Vertex,350.5,488.5,4327.3,225,58.4,gen-SYNTH79066338997,Google Vertex,459,3839,False,0.004335,False,True
2026-09-16T19:02:43+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,248.7,344.3,4421.6,244,59.6,gen-SYNTH33036410125,Anthropic,316,4077,False,0.00462,False,True
2026-09-16T19:02:43+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,366.7,411.5,3532.2,214,68.3,,,,,False,,False,True
2026-09-16T19:02:46+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,227.9,317.3,3902.3,235,65.3,gen-SYNTH42979063976,Anthropic,299,3585,False,0.004485,False,True
2026-09-16T19:02:46+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,193.5,296.6,3825.7,241,68.0,gen-SYNTH98920064390,Anthropic,270,3529,False,0.004575,False,True
2026-09-16T19:02:46+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,344.6,384.8,3778.6,239,70.1,,,,,False,,False,True
2026-09-16T19:02:49+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,387.0,561.9,4449.3,240,61.5,gen-SYNTH26837689300,Amazon Bedrock,508,3887,False,0.00456,False,True
2026-09-16T19:02:49+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,220.7,353.6,3978.6,228,62.6,gen-SYNTH85225999650,Anthropic,330,3625,False,0.00438,False,True
2026-09-16T19:02:49+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,324.9,380.5,3642.3,218,66.5,,,,,False,,False,True
2026-09-16T19:02:52+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,320.5,419.4,3507.2,250,80.6,gen-SYNTH90616133942,Anthropic,390,3088,False,0.00471,False,True
2026-09-16T19:02:52+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,249.5,372.7,4033.0,254,69.1,gen-SYNTH91708892468,Anthropic,338,3660,False,0.00477,False,True
2026-09-16T19:02:52+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,315.7,356.4,4063.6,222,59.6,,,,,False,,False,True
2026-09-16T19:02:56+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,330.5,497.5,4182.0,246,66.5,gen-SYNTH39865903998,Amazon Bedrock,462,3685,False,0.00465,False,True
2026-09-16T19:02:56+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,555.9,739.3,4123.7,229,67.4,gen-SYNTH65474489456,Anthropic,690,3384,False,0.004395,False,True
2026-09-16T19:02:56+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,420.1,476.7,4232.0,221,58.6,,,,,False,,False,True
2026-09-16T19:02:59+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,209.8,334.8,3387.8,227,74.0,gen-SYNTH17299142691,Anthropic,310,3053,False,0.004365,False,True
2026-09-16T19:02:59+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,581.6,747.3,4363.1,248,68.3,gen-SYNTH39326268789,Anthropic,698,3616,False,0.00468,False,True
2026-09-16T19:02:59+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,315.5,359.8,3631.5,214,65.1,,,,,False,,False,True
2026-09-16T19:03:02+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Google Vertex,459.3,675.2,4412.8,215,57.3,gen-SYNTH66207929661,Google Vertex,624,3738,False,0.004185,False,True
2026-09-16T19:03:02+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,370.2,516.0,4537.2,248,61.4,gen-SYNTH70564621984,Anthropic,488,4021,False,0.00468,False,True
2026-09-16T19:03:02+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,357.3,418.9,4171.1,238,63.2,,,,,False,,False,True
2026-09-16T19:03:05+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Amazon Bedrock,473.1,711.4,4209.8,215,61.2,gen-SYNTH76746909610,Amazon Bedrock,666,3498,False,0.004185,False,True
2026-09-16T19:03:05+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,225.9,353.0,3529.4,224,70.2,gen-SYNTH56213891707,Anthropic,320,3176,False,0.00432,False,True
2026-09-16T19:03:05+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,325.0,354.3,3770.0,237,69.1,,,,,False,,False,True
2026-09-16T19:03:08+00:00,or_default,anthropic/claude-sonnet-4.5,True,200,,Anthropic,349.8,504.1,3481.4,220,73.6,gen-SYNTH58338811304,Anthropic,462,2977,False,0.00426,False,True
2026-09-16T19:03:08+00:00,or_pinned,anthropic/claude-sonnet-4.5,True,200,,Anthropic,288.6,398.9,3292.2,252,86.8,gen-SYNTH72110758214,Anthropic,360,2893,False,0.00474,False,True
2026-09-16T19:03:08+00:00,direct,claude-sonnet-4-5,True,200,,anthropic-direct,453.6,518.0,4401.9,232,59.5,,,,,False,,False,True
